State,Town,Crimes,Type
Nevada,Las Vegas Metropolitan Police Department,0,Disability
Nevada,Las Vegas Metropolitan Police Department,0,Gender
Nevada,Las Vegas Metropolitan Police Department,0,Gender Identity
Nevada,North Las Vegas,0,Race
Nevada,North Las Vegas,0,Religion
Nevada,North Las Vegas,1,Sexual Orientation
Nevada,North Las Vegas,2,Ethinictity
Nevada,North Las Vegas,0,Disability
Nevada,North Las Vegas,0,Gender
Nevada,North Las Vegas,0,Gender Identity
Nevada,Reno,2,Race
Nevada,Reno,1,Religion
Nevada,Reno,1,Sexual Orientation
Nevada,Reno,0,Ethinictity
Nevada,Reno,0,Disability
Nevada,Reno,0,Gender
Nevada,Reno,0,Gender Identity
New Hampshire,Ashland,1,Race
New Hampshire,Ashland,,Religion
New Hampshire,Ashland,0,Sexual Orientation
New Hampshire,Ashland,0,Ethinictity
New Hampshire,Ashland,0,Disability
New Hampshire,Ashland,0,Gender
New Hampshire,Ashland,0,Gender Identity
New Hampshire,Bedford,1,Race
New Hampshire,Bedford,0,Religion
New Hampshire,Bedford,0,Sexual Orientation
New Hampshire,Bedford,0,Ethinictity
New Hampshire,Bedford,0,Disability
New Hampshire,Bedford,0,Gender
New Hampshire,Bedford,0,Gender Identity
New Hampshire,Concord,2,Race
New Hampshire,Concord,1,Religion
New Hampshire,Concord,0,Sexual Orientation
New Hampshire,Concord,0,Ethinictity
New Hampshire,Concord,0,Disability
New Hampshire,Concord,0,Gender
New Hampshire,Concord,0,Gender Identity
New Hampshire,Conway,0,Race
New Hampshire,Conway,0,Religion
New Hampshire,Conway,1,Sexual Orientation
New Hampshire,Conway,0,Ethinictity
New Hampshire,Conway,0,Disability
New Hampshire,Conway,0,Gender
New Hampshire,Conway,0,Gender Identity
New Hampshire,Farmington,1,Race
New Hampshire,Farmington,0,Religion
New Hampshire,Farmington,0,Sexual Orientation
New Hampshire,Farmington,0,Ethinictity
New Hampshire,Farmington,0,Disability
New Hampshire,Farmington,0,Gender
New Hampshire,Farmington,0,Gender Identity
New Hampshire,Hampton,1,Race
New Hampshire,Hampton,0,Religion
New Hampshire,Hampton,0,Sexual Orientation
New Hampshire,Hampton,0,Ethinictity
New Hampshire,Hampton,0,Disability
New Hampshire,Hampton,0,Gender
New Hampshire,Hampton,0,Gender Identity
New Hampshire,Hampton Falls,0,Race
New Hampshire,Hampton Falls,0,Religion
New Hampshire,Hampton Falls,0,Sexual Orientation
New Hampshire,Hampton Falls,1,Ethinictity
New Hampshire,Hampton Falls,0,Disability
New Hampshire,Hampton Falls,0,Gender
New Hampshire,Hampton Falls,0,Gender Identity
New Hampshire,Hanover,0,Race
New Hampshire,Hanover,0,Religion
New Hampshire,Hanover,1,Sexual Orientation
New Hampshire,Hanover,0,Ethinictity
New Hampshire,Hanover,0,Disability
New Hampshire,Hanover,0,Gender
New Hampshire,Hanover,0,Gender Identity
New Hampshire,Keene,0,Race
New Hampshire,Keene,1,Religion
New Hampshire,Keene,0,Sexual Orientation
New Hampshire,Keene,0,Ethinictity
New Hampshire,Keene,0,Disability
New Hampshire,Keene,0,Gender
New Hampshire,Keene,0,Gender Identity
New Hampshire,Londonderry,0,Race
New Hampshire,Londonderry,1,Religion
New Hampshire,Londonderry,0,Sexual Orientation
New Hampshire,Londonderry,0,Ethinictity
New Hampshire,Londonderry,0,Disability
New Hampshire,Londonderry,0,Gender
New Hampshire,Londonderry,0,Gender Identity
New Hampshire,Manchester,1,Race
New Hampshire,Manchester,0,Religion
New Hampshire,Manchester,0,Sexual Orientation
New Hampshire,Manchester,0,Ethinictity
New Hampshire,Manchester,0,Disability
New Hampshire,Manchester,0,Gender
New Hampshire,Manchester,0,Gender Identity
New Hampshire,Newbury,0,Race
New Hampshire,Newbury,0,Religion
New Hampshire,Newbury,1,Sexual Orientation
New Hampshire,Newbury,0,Ethinictity
New Hampshire,Newbury,0,Disability
New Hampshire,Newbury,0,Gender
New Hampshire,Newbury,0,Gender Identity
New Hampshire,Pelham,1,Race
New Hampshire,Pelham,2,Religion
New Hampshire,Pelham,0,Sexual Orientation
New Hampshire,Pelham,0,Ethinictity
New Hampshire,Pelham,0,Disability
New Hampshire,Pelham,0,Gender
New Hampshire,Pelham,0,Gender Identity
New Hampshire,Plaistow,1,Race
New Hampshire,Plaistow,0,Religion
New Hampshire,Plaistow,0,Sexual Orientation
New Hampshire,Plaistow,0,Ethinictity
New Hampshire,Plaistow,0,Disability
New Hampshire,Plaistow,0,Gender
New Hampshire,Plaistow,0,Gender Identity
New Hampshire,University of New Hampshire,1,Race
New Hampshire,University of New Hampshire,0,Religion
New Hampshire,University of New Hampshire,1,Sexual Orientation
New Hampshire,University of New Hampshire,0,Ethinictity
New Hampshire,University of New Hampshire,0,Disability
New Hampshire,University of New Hampshire,0,Gender
New Hampshire,University of New Hampshire,0,Gender Identity
New Hampshire,Windham,1,Race
New Hampshire,Windham,0,Religion
New Hampshire,Windham,0,Sexual Orientation
New Hampshire,Windham,0,Ethinictity
New Hampshire,Windham,0,Disability
New Hampshire,Windham,0,Gender
New Hampshire,Windham,0,Gender Identity
New Jersey,Aberdeen Township,8,Race
New Jersey,Aberdeen Township,1,Religion
New Jersey,Aberdeen Township,2,Sexual Orientation
New Jersey,Aberdeen Township,0,Ethinictity
New Jersey,Aberdeen Township,0,Disability
New Jersey,Aberdeen Township,0,Gender
New Jersey,Aberdeen Township,0,Gender Identity
New Jersey,Allenhurst,0,Race
New Jersey,Allenhurst,2,Religion
New Jersey,Allenhurst,1,Sexual Orientation
New Jersey,Allenhurst,0,Ethinictity
New Jersey,Allenhurst,0,Disability
New Jersey,Allenhurst,0,Gender
New Jersey,Allenhurst,0,Gender Identity
New Jersey,Asbury Park,2,Race
New Jersey,Prattville,1,Religion
New Jersey,Prattville,0,Sexual Orientation
New Jersey,Prattville,0,Ethinictity
New Jersey,Prattville,0,Disability
New Jersey,Prattville,0,Gender
New Jersey,Prattville,0,Gender Identity
New Jersey,Bedminster Township,1,Race
New Jersey,Bedminster Township,1,Religion
New Jersey,Bedminster Township,0,Sexual Orientation
New Jersey,Bedminster Township,0,Ethinictity
New Jersey,Bedminster Township,0,Disability
New Jersey,Bedminster Township,0,Gender
New Jersey,Bedminster Township,0,Gender Identity
New Jersey,Belleville,8,Race
New Jersey,Belleville,0,Religion
New Jersey,Belleville,0,Sexual Orientation
New Jersey,Belleville,2,Ethinictity
New Jersey,Belleville,0,Disability
New Jersey,Belleville,0,Gender
New Jersey,Belleville,0,Gender Identity
New Jersey,Brick Township,2,Race
New Jersey,Brick Township,1,Religion
New Jersey,Brick Township,0,Sexual Orientation
New Jersey,Brick Township,1,Ethinictity
New Jersey,Brick Township,0,Disability
New Jersey,Brick Township,0,Gender
New Jersey,Brick Township,0,Gender Identity
New Jersey,Burlington,4,Race
New Jersey,Burlington,0,Religion
New Jersey,Burlington,0,Sexual Orientation
New Jersey,Burlington,0,Ethinictity
New Jersey,Burlington,1,Disability
New Jersey,Burlington,0,Gender
New Jersey,Burlington,0,Gender Identity
New Jersey,Burlington Township,1,Race
New Jersey,Burlington Township,0,Religion
New Jersey,Burlington Township,0,Sexual Orientation
New Jersey,Burlington Township,0,Ethinictity
New Jersey,Burlington Township,0,Disability
New Jersey,Burlington Township,0,Gender
New Jersey,Burlington Township,1,Gender Identity
New Jersey,Camden County Police Department,6,Race
New Jersey,Camden County Police Department,0,Religion
New Jersey,Camden County Police Department,2,Sexual Orientation
New Jersey,Camden County Police Department,0,Ethinictity
New Jersey,Camden County Police Department,0,Disability
New Jersey,Camden County Police Department,0,Gender
New Jersey,Camden County Police Department,0,Gender Identity
New Jersey,Cinnaminson Township,1,Race
New Jersey,Cinnaminson Township,0,Religion
New Jersey,Cinnaminson Township,0,Sexual Orientation
New Jersey,Cinnaminson Township,0,Ethinictity
New Jersey,Cinnaminson Township,0,Disability
New Jersey,Cinnaminson Township,0,Gender
New Jersey,Cinnaminson Township,0,Gender Identity
New Jersey,Clark Township,1,Race
New Jersey,Clark Township,0,Religion
New Jersey,Clark Township,0,Sexual Orientation
New Jersey,Clark Township,0,Ethinictity
New Jersey,Clark Township,0,Disability
New Jersey,Clark Township,0,Gender
New Jersey,Clark Township,0,Gender Identity
New Jersey,Closter,0,Race
New Jersey,Closter,0,Religion
New Jersey,Closter,1,Sexual Orientation
New Jersey,Closter,0,Ethinictity
New Jersey,Closter,0,Disability
New Jersey,Closter,0,Gender
New Jersey,Closter,0,Gender Identity
New Jersey,Colts Neck Township,3,Race
New Jersey,Colts Neck Township,0,Religion
New Jersey,Colts Neck Township,0,Sexual Orientation
New Jersey,Colts Neck Township,0,Ethinictity
New Jersey,Colts Neck Township,0,Disability
New Jersey,Colts Neck Township,0,Gender
New Jersey,Colts Neck Township,0,Gender Identity
New Jersey,Cranford Township,0,Race
New Jersey,Cranford Township,1,Religion
New Jersey,Cranford Township,0,Sexual Orientation
New Jersey,Cranford Township,0,Ethinictity
New Jersey,Cranford Township,0,Disability
New Jersey,Cranford Township,0,Gender
New Jersey,Cranford Township,0,Gender Identity
New Jersey,Delran Township,0,Race
New Jersey,Delran Township,1,Religion
New Jersey,Delran Township,0,Sexual Orientation
New Jersey,Delran Township,0,Ethinictity
New Jersey,Delran Township,0,Disability
New Jersey,Delran Township,0,Gender
New Jersey,Delran Township,0,Gender Identity
New Jersey,East Brunswick Township,1,Race
New Jersey,East Brunswick Township,10,Religion
New Jersey,East Brunswick Township,2,Sexual Orientation
New Jersey,East Brunswick Township,1,Ethinictity
New Jersey,East Brunswick Township,0,Disability
New Jersey,East Brunswick Township,0,Gender
New Jersey,East Brunswick Township,0,Gender Identity
New Jersey,East Hanover Township,0,Race
New Jersey,East Hanover Township,1,Religion
New Jersey,East Hanover Township,0,Sexual Orientation
New Jersey,East Hanover Township,0,Ethinictity
New Jersey,East Hanover Township,1,Disability
New Jersey,East Hanover Township,0,Gender
New Jersey,East Hanover Township,0,Gender Identity
New Jersey,East Orange,1,Race
New Jersey,East Orange,1,Religion
New Jersey,East Orange,1,Sexual Orientation
New Jersey,East Orange,0,Ethinictity
New Jersey,East Orange,0,Disability
New Jersey,East Orange,0,Gender
New Jersey,East Orange,0,Gender Identity
New Jersey,East Windsor Township,0,Race
New Jersey,East Windsor Township,1,Religion
New Jersey,East Windsor Township,0,Sexual Orientation
New Jersey,East Windsor Township,0,Ethinictity
New Jersey,East Windsor Township,0,Disability
New Jersey,East Windsor Township,0,Gender
New Jersey,East Windsor Township,0,Gender Identity
New Jersey,Eastampton Township,0,Race
New Jersey,Eastampton Township,0,Religion
New Jersey,Eastampton Township,0,Sexual Orientation
New Jersey,Eastampton Township,1,Ethinictity
New Jersey,Eastampton Township,0,Disability
New Jersey,Eastampton Township,0,Gender
New Jersey,Eastampton Township,0,Gender Identity
New Jersey,Egg Harbor Township,2,Race
New Jersey,Egg Harbor Township,0,Religion
New Jersey,Egg Harbor Township,0,Sexual Orientation
New Jersey,Egg Harbor Township,1,Ethinictity
New Jersey,Egg Harbor Township,0,Disability
New Jersey,Egg Harbor Township,0,Gender
New Jersey,Egg Harbor Township,0,Gender Identity
New Jersey,Elmwood Park,1,Race
New Jersey,Elmwood Park,0,Religion
New Jersey,Elmwood Park,0,Sexual Orientation
New Jersey,Elmwood Park,0,Ethinictity
New Jersey,Elmwood Park,1,Disability
New Jersey,Elmwood Park,0,Gender
New Jersey,Elmwood Park,0,Gender Identity
New Jersey,Evesham Township,7,Race
New Jersey,Evesham Township,1,Religion
New Jersey,Evesham Township,0,Sexual Orientation
New Jersey,Evesham Township,0,Ethinictity
New Jersey,Evesham Township,0,Disability
New Jersey,Evesham Township,0,Gender
New Jersey,Evesham Township,0,Gender Identity
New Jersey,Ewing Township,1,Race
New Jersey,Ewing Township,0,Religion
New Jersey,Ewing Township,2,Sexual Orientation
New Jersey,Ewing Township,0,Ethinictity
New Jersey,Ewing Township,0,Disability
New Jersey,Ewing Township,0,Gender
New Jersey,Ewing Township,0,Gender Identity
New Jersey,Fairview,0,Race
New Jersey,Fairview,0,Religion
New Jersey,Fairview,1,Sexual Orientation
New Jersey,Fairview,0,Ethinictity
New Jersey,Fairview,0,Disability
New Jersey,Fairview,0,Gender
New Jersey,Fairview,0,Gender Identity
New Jersey,Fanwood,0,Race
New Jersey,Fanwood,1,Religion
New Jersey,Fanwood,0,Sexual Orientation
New Jersey,Fanwood,0,Ethinictity
New Jersey,Fanwood,0,Disability
New Jersey,Fanwood,0,Gender
New Jersey,Fanwood,0,Gender Identity
New Jersey,Fort Lee,2,Race
New Jersey,Fort Lee,0,Religion
New Jersey,Fort Lee,1,Sexual Orientation
New Jersey,Fort Lee,0,Ethinictity
New Jersey,Fort Lee,0,Disability
New Jersey,Fort Lee,0,Gender
New Jersey,Fort Lee,0,Gender Identity
New Jersey,Franklin Lakes,0,Race
New Jersey,Franklin Lakes,1,Religion
New Jersey,Franklin Lakes,0,Sexual Orientation
New Jersey,Franklin Lakes,1,Ethinictity
New Jersey,Franklin Lakes,0,Disability
New Jersey,Franklin Lakes,0,Gender
New Jersey,Franklin Lakes,0,Gender Identity
New Jersey,"Franklin Township, Gloucester County",0,Race
New Jersey,"Franklin Township, Gloucester County",1,Religion
New Jersey,"Franklin Township, Gloucester County",0,Sexual Orientation
New Jersey,"Franklin Township, Gloucester County",0,Ethinictity
New Jersey,"Franklin Township, Gloucester County",0,Disability
New Jersey,"Franklin Township, Gloucester County",0,Gender
New Jersey,"Franklin Township, Gloucester County",0,Gender Identity
New Jersey,Freehold Township,0,Race
New Jersey,Freehold Township,1,Religion
New Jersey,Freehold Township,0,Sexual Orientation
New Jersey,Freehold Township,0,Ethinictity
New Jersey,Freehold Township,0,Disability
New Jersey,Freehold Township,0,Gender
New Jersey,Freehold Township,0,Gender Identity
New Jersey,Galloway Township,0,Race
New Jersey,Galloway Township,0,Religion
New Jersey,Galloway Township,1,Sexual Orientation
New Jersey,Galloway Township,0,Ethinictity
New Jersey,Galloway Township,0,Disability
New Jersey,Galloway Township,0,Gender
New Jersey,Galloway Township,0,Gender Identity
New Jersey,Glassboro,8,Race
New Jersey,Glassboro,0,Religion
New Jersey,Glassboro,2,Sexual Orientation
New Jersey,Glassboro,2,Ethinictity
New Jersey,Glassboro,0,Disability
New Jersey,Glassboro,0,Gender
New Jersey,Glassboro,0,Gender Identity
New Jersey,Glen Ridge,0,Race
New Jersey,Glen Ridge,1,Religion
New Jersey,Glen Ridge,0,Sexual Orientation
New Jersey,Glen Ridge,0,Ethinictity
New Jersey,Glen Ridge,0,Disability
New Jersey,Glen Ridge,0,Gender
New Jersey,Glen Ridge,0,Gender Identity
New Jersey,Gloucester Township,2,Race
New Jersey,Gloucester Township,0,Religion
New Jersey,Gloucester Township,0,Sexual Orientation
New Jersey,Gloucester Township,0,Ethinictity
New Jersey,Gloucester Township,0,Disability
New Jersey,Gloucester Township,0,Gender
New Jersey,Gloucester Township,0,Gender Identity
New Jersey,Green Brook Township,0,Race
New Jersey,Green Brook Township,2,Religion
New Jersey,Green Brook Township,0,Sexual Orientation
New Jersey,Green Brook Township,0,Ethinictity
New Jersey,Green Brook Township,0,Disability
New Jersey,Green Brook Township,0,Gender
New Jersey,Green Brook Township,0,Gender Identity
New Jersey,"Greenwich Township, Warren County",1,Race
New Jersey,"Greenwich Township, Warren County",0,Religion
New Jersey,"Greenwich Township, Warren County",0,Sexual Orientation
New Jersey,"Greenwich Township, Warren County",0,Ethinictity
New Jersey,"Greenwich Township, Warren County",0,Disability
New Jersey,"Greenwich Township, Warren County",0,Gender
New Jersey,"Greenwich Township, Warren County",0,Gender Identity
New Jersey,Haddon Township,0,Race
New Jersey,Haddon Township,0,Religion
New Jersey,Haddon Township,0,Sexual Orientation
New Jersey,Haddon Township,1,Ethinictity
New Jersey,Haddon Township,0,Disability
New Jersey,Haddon Township,0,Gender
New Jersey,Haddon Township,0,Gender Identity
New Jersey,Haddonfield,0,Race
New Jersey,Haddonfield,0,Religion
New Jersey,Haddonfield,0,Sexual Orientation
New Jersey,Haddonfield,1,Ethinictity
New Jersey,Haddonfield,0,Disability
New Jersey,Haddonfield,0,Gender
New Jersey,Haddonfield,0,Gender Identity
New Jersey,Hardyston Township,0,Race
New Jersey,Hardyston Township,0,Religion
New Jersey,Hardyston Township,1,Sexual Orientation
New Jersey,Hardyston Township,0,Ethinictity
New Jersey,Hardyston Township,0,Disability
New Jersey,Hardyston Township,0,Gender
New Jersey,Hardyston Township,0,Gender Identity
New Jersey,Harrison,0,Race
New Jersey,Harrison,0,Religion
New Jersey,Harrison,1,Sexual Orientation
New Jersey,Harrison,0,Ethinictity
New Jersey,Harrison,0,Disability
New Jersey,Harrison,0,Gender
New Jersey,Harrison,0,Gender Identity
New Jersey,Harrison Township,1,Race
New Jersey,Harrison Township,0,Religion
New Jersey,Harrison Township,0,Sexual Orientation
New Jersey,Harrison Township,0,Ethinictity
New Jersey,Harrison Township,0,Disability
New Jersey,Harrison Township,0,Gender
New Jersey,Harrison Township,0,Gender Identity
New Jersey,Highland Park,2,Race
New Jersey,Highland Park,3,Religion
New Jersey,Highland Park,3,Sexual Orientation
New Jersey,Highland Park,0,Ethinictity
New Jersey,Highland Park,0,Disability
New Jersey,Highland Park,0,Gender
New Jersey,Highland Park,0,Gender Identity
New Jersey,Hightstown,1,Race
New Jersey,Hightstown,1,Religion
New Jersey,Hightstown,0,Sexual Orientation
New Jersey,Hightstown,1,Ethinictity
New Jersey,Hightstown,0,Disability
New Jersey,Hightstown,0,Gender
New Jersey,Hightstown,0,Gender Identity
New Jersey,Hillsborough Township,1,Race
New Jersey,Hillsborough Township,1,Religion
New Jersey,Hillsborough Township,0,Sexual Orientation
New Jersey,Hillsborough Township,1,Ethinictity
New Jersey,Hillsborough Township,0,Disability
New Jersey,Hillsborough Township,0,Gender
New Jersey,Hillsborough Township,0,Gender Identity
New Jersey,Hoboken,3,Race
New Jersey,Hoboken,3,Religion
New Jersey,Hoboken,1,Sexual Orientation
New Jersey,Hoboken,0,Ethinictity
New Jersey,Hoboken,0,Disability
New Jersey,Hoboken,0,Gender
New Jersey,Hoboken,0,Gender Identity
New Jersey,Holmdel Township,2,Race
New Jersey,Holmdel Township,3,Religion
New Jersey,Holmdel Township,0,Sexual Orientation
New Jersey,Holmdel Township,0,Ethinictity
New Jersey,Holmdel Township,0,Disability
New Jersey,Holmdel Township,0,Gender
New Jersey,Holmdel Township,0,Gender Identity
New Jersey,Howell Township,5,Race
New Jersey,Howell Township,6,Religion
New Jersey,Howell Township,4,Sexual Orientation
New Jersey,Howell Township,3,Ethinictity
New Jersey,Howell Township,0,Disability
New Jersey,Howell Township,0,Gender
New Jersey,Howell Township,0,Gender Identity
New Jersey,Irvington,0,Race
New Jersey,Irvington,0,Religion
New Jersey,Irvington,1,Sexual Orientation
New Jersey,Irvington,0,Ethinictity
New Jersey,Irvington,0,Disability
New Jersey,Irvington,0,Gender
New Jersey,Irvington,0,Gender Identity
New Jersey,Jackson Township,2,Race
New Jersey,Jackson Township,1,Religion
New Jersey,Jackson Township,0,Sexual Orientation
New Jersey,Jackson Township,0,Ethinictity
New Jersey,Jackson Township,0,Disability
New Jersey,Jackson Township,0,Gender
New Jersey,Jackson Township,0,Gender Identity
New Jersey,Jersey City,2,Race
New Jersey,Jersey City,0,Religion
New Jersey,Jersey City,2,Sexual Orientation
New Jersey,Jersey City,1,Ethinictity
New Jersey,Jersey City,0,Disability
New Jersey,Jersey City,0,Gender
New Jersey,Jersey City,0,Gender Identity
New Jersey,Keansburg,3,Race
New Jersey,Keansburg,0,Religion
New Jersey,Keansburg,1,Sexual Orientation
New Jersey,Keansburg,0,Ethinictity
New Jersey,Keansburg,0,Disability
New Jersey,Keansburg,0,Gender
New Jersey,Keansburg,0,Gender Identity
New Jersey,Lacey Township,3,Race
New Jersey,Lacey Township,0,Religion
New Jersey,Lacey Township,2,Sexual Orientation
New Jersey,Lacey Township,2,Ethinictity
New Jersey,Lacey Township,1,Disability
New Jersey,Lacey Township,0,Gender
New Jersey,Lacey Township,0,Gender Identity
New Jersey,Lakewood Township,5,Race
New Jersey,Lakewood Township,15,Religion
New Jersey,Lakewood Township,0,Sexual Orientation
New Jersey,Lakewood Township,3,Ethinictity
New Jersey,Lakewood Township,0,Disability
New Jersey,Lakewood Township,0,Gender
New Jersey,Lakewood Township,0,Gender Identity
New Jersey,"Lawrence Township, Mercer County",0,Race
New Jersey,"Lawrence Township, Mercer County",0,Religion
New Jersey,"Lawrence Township, Mercer County",0,Sexual Orientation
New Jersey,"Lawrence Township, Mercer County",1,Ethinictity
New Jersey,"Lawrence Township, Mercer County",0,Disability
New Jersey,"Lawrence Township, Mercer County",0,Gender
New Jersey,"Lawrence Township, Mercer County",0,Gender Identity
New Jersey,Little Egg Harbor Township,3,Race
New Jersey,Little Egg Harbor Township,1,Religion
New Jersey,Little Egg Harbor Township,0,Sexual Orientation
New Jersey,Little Egg Harbor Township,2,Ethinictity
New Jersey,Little Egg Harbor Township,0,Disability
New Jersey,Little Egg Harbor Township,0,Gender
New Jersey,Little Egg Harbor Township,0,Gender Identity
New Jersey,Little Falls Township,0,Race
New Jersey,Little Falls Township,0,Religion
New Jersey,Little Falls Township,1,Sexual Orientation
New Jersey,Little Falls Township,0,Ethinictity
New Jersey,Little Falls Township,0,Disability
New Jersey,Little Falls Township,0,Gender
New Jersey,Little Falls Township,0,Gender Identity
New Jersey,Livingston Township,2,Race
New Jersey,Livingston Township,0,Religion
New Jersey,Livingston Township,0,Sexual Orientation
New Jersey,Livingston Township,0,Ethinictity
New Jersey,Livingston Township,0,Disability
New Jersey,Livingston Township,0,Gender
New Jersey,Livingston Township,0,Gender Identity
New Jersey,Logan Township,1,Race
New Jersey,Logan Township,0,Religion
New Jersey,Logan Township,0,Sexual Orientation
New Jersey,Logan Township,0,Ethinictity
New Jersey,Logan Township,0,Disability
New Jersey,Logan Township,0,Gender
New Jersey,Logan Township,0,Gender Identity
New Jersey,Long Beach Township,0,Race
New Jersey,Long Beach Township,1,Religion
New Jersey,Long Beach Township,0,Sexual Orientation
New Jersey,Long Beach Township,0,Ethinictity
New Jersey,Long Beach Township,0,Disability
New Jersey,Long Beach Township,0,Gender
New Jersey,Long Beach Township,0,Gender Identity
New Jersey,Lower Township,0,Race
New Jersey,Lower Township,1,Religion
New Jersey,Lower Township,0,Sexual Orientation
New Jersey,Lower Township,0,Ethinictity
New Jersey,Lower Township,0,Disability
New Jersey,Lower Township,0,Gender
New Jersey,Lower Township,0,Gender Identity
New Jersey,Lumberton Township,2,Race
New Jersey,Lumberton Township,0,Religion
New Jersey,Lumberton Township,0,Sexual Orientation
New Jersey,Lumberton Township,0,Ethinictity
New Jersey,Lumberton Township,0,Disability
New Jersey,Lumberton Township,0,Gender
New Jersey,Lumberton Township,0,Gender Identity
New Jersey,Mahwah Township,1,Race
New Jersey,Mahwah Township,0,Religion
New Jersey,Mahwah Township,0,Sexual Orientation
New Jersey,Mahwah Township,0,Ethinictity
New Jersey,Mahwah Township,0,Disability
New Jersey,Mahwah Township,0,Gender
New Jersey,Mahwah Township,0,Gender Identity
New Jersey,Manalapan Township,1,Race
New Jersey,Manalapan Township,0,Religion
New Jersey,Manalapan Township,0,Sexual Orientation
New Jersey,Manalapan Township,1,Ethinictity
New Jersey,Manalapan Township,0,Disability
New Jersey,Manalapan Township,0,Gender
New Jersey,Manalapan Township,0,Gender Identity
New Jersey,Manasquan,1,Race
New Jersey,Manasquan,2,Religion
New Jersey,Manasquan,0,Sexual Orientation
New Jersey,Manasquan,1,Ethinictity
New Jersey,Manasquan,0,Disability
New Jersey,Manasquan,0,Gender
New Jersey,Manasquan,0,Gender Identity
New Jersey,Manchester Township,3,Race
New Jersey,Manchester Township,0,Religion
New Jersey,Manchester Township,0,Sexual Orientation
New Jersey,Manchester Township,0,Ethinictity
New Jersey,Manchester Township,0,Disability
New Jersey,Manchester Township,0,Gender
New Jersey,Manchester Township,0,Gender Identity
New Jersey,Maple Shade Township,3,Race
New Jersey,Maple Shade Township,0,Religion
New Jersey,Maple Shade Township,0,Sexual Orientation
New Jersey,Maple Shade Township,0,Ethinictity
New Jersey,Maple Shade Township,0,Disability
New Jersey,Maple Shade Township,0,Gender
New Jersey,Maple Shade Township,0,Gender Identity
New Jersey,Margate City,1,Race
New Jersey,Margate City,0,Religion
New Jersey,Margate City,0,Sexual Orientation
New Jersey,Margate City,0,Ethinictity
New Jersey,Margate City,0,Disability
New Jersey,Margate City,0,Gender
New Jersey,Margate City,0,Gender Identity
New Jersey,Marlboro Township,2,Race
New Jersey,Marlboro Township,0,Religion
New Jersey,Marlboro Township,0,Sexual Orientation
New Jersey,Marlboro Township,0,Ethinictity
New Jersey,Marlboro Township,0,Disability
New Jersey,Marlboro Township,0,Gender
New Jersey,Marlboro Township,0,Gender Identity
New Jersey,Medford Lakes,0,Race
New Jersey,Medford Lakes,0,Religion
New Jersey,Medford Lakes,1,Sexual Orientation
New Jersey,Medford Lakes,0,Ethinictity
New Jersey,Medford Lakes,0,Disability
New Jersey,Medford Lakes,0,Gender
New Jersey,Medford Lakes,0,Gender Identity
New Jersey,Medford Township,4,Race
New Jersey,Medford Township,2,Religion
New Jersey,Medford Township,1,Sexual Orientation
New Jersey,Medford Township,0,Ethinictity
New Jersey,Medford Township,0,Disability
New Jersey,Medford Township,0,Gender
New Jersey,Medford Township,0,Gender Identity
New Jersey,Mendham,0,Race
New Jersey,Mendham,1,Religion
New Jersey,Mendham,0,Sexual Orientation
New Jersey,Mendham,0,Ethinictity
New Jersey,Mendham,0,Disability
New Jersey,Mendham,0,Gender
New Jersey,Mendham,0,Gender Identity
New Jersey,Middlesex,1,Race
New Jersey,Middlesex,0,Religion
New Jersey,Middlesex,0,Sexual Orientation
New Jersey,Middlesex,0,Ethinictity
New Jersey,Middlesex,0,Disability
New Jersey,Middlesex,0,Gender
New Jersey,Middlesex,0,Gender Identity
New Jersey,Middletown Township,4,Race
New Jersey,Middletown Township,2,Religion
New Jersey,Middletown Township,1,Sexual Orientation
New Jersey,Middletown Township,0,Ethinictity
New Jersey,Middletown Township,0,Disability
New Jersey,Middletown Township,0,Gender
New Jersey,Middletown Township,0,Gender Identity
New Jersey,"Monroe Township, Middlesex County",8,Race
New Jersey,"Monroe Township, Middlesex County",1,Religion
New Jersey,"Monroe Township, Middlesex County",1,Sexual Orientation
New Jersey,"Monroe Township, Middlesex County",1,Ethinictity
New Jersey,"Monroe Township, Middlesex County",0,Disability
New Jersey,"Monroe Township, Middlesex County",0,Gender
New Jersey,"Monroe Township, Middlesex County",0,Gender Identity
New Jersey,Montclair,4,Race
New Jersey,Montclair,2,Religion
New Jersey,Montclair,0,Sexual Orientation
New Jersey,Montclair,0,Ethinictity
New Jersey,Montclair,0,Disability
New Jersey,Montclair,0,Gender
New Jersey,Montclair,0,Gender Identity
New Jersey,Montgomery Township,1,Race
New Jersey,Montgomery Township,3,Religion
New Jersey,Montgomery Township,0,Sexual Orientation
New Jersey,Montgomery Township,0,Ethinictity
New Jersey,Montgomery Township,0,Disability
New Jersey,Montgomery Township,0,Gender
New Jersey,Montgomery Township,0,Gender Identity
New Jersey,Moorestown Township,1,Race
New Jersey,Moorestown Township,0,Religion
New Jersey,Moorestown Township,0,Sexual Orientation
New Jersey,Moorestown Township,1,Ethinictity
New Jersey,Moorestown Township,0,Disability
New Jersey,Moorestown Township,0,Gender
New Jersey,Moorestown Township,0,Gender Identity
New Jersey,Morris Township,0,Race
New Jersey,Morris Township,1,Religion
New Jersey,Morris Township,0,Sexual Orientation
New Jersey,Morris Township,0,Ethinictity
New Jersey,Morris Township,0,Disability
New Jersey,Morris Township,0,Gender
New Jersey,Morris Township,0,Gender Identity
New Jersey,Mount Laurel Township,3,Race
